etat,marque,annee,boite_vitesse,adresse,prix,image_link-src
Venant,Mercedes-Benz,2017,Automatique,VDN,24000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3bb056a56097b5c442d638ee24a06ffd/-/horizon-files-prod/ed/picture/qngpkdq9/80bdd42b83c9ec30dd4d410827de3e777ed1b174.jpg
D'occasion,Kia,2012,Non spécifié,Gibraltar,3700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/35f3872545d619db2db1367671de04e2/-/horizon-files-prod/ed/picture/q9mj62p5/9d985336ec1ed6285cdd56b7af95f595ad603fd8.jpg
D'occasion,Chevrolet,2015,Automatique,VDN,3800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b51735678c5a2d4b12b74fba0c4f95b9/-/horizon-files-prod/ed/picture/qde7q2rm/4258fee00dc1e0758761e0559f2a681ec44d5ece.jpg
Venant,Ford,2016,Automatique,Liberte 6,5200000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a2ff6720168a80b92c7aa9abffe1bc28/-/horizon-files-prod/ed/picture/qwep0wmj/84851df3d1b5d0a015eb8e4eaad4d3bbccb8b7c3.jpg
D'occasion,Ford,2017,Automatique,Almadies,6500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4aa11307300f5a61d564ce431044700/-/horizon-files-prod/ed/picture/qq42x087/ccf25c5bdce5e064a388a674d2dae2d5780574e1.jpg
Venant,Peugeot,2022,Automatique,Point-e,20700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d6cfd71903f9430711f8c2e07520d76/-/horizon-files-prod/ed/picture/qde7z64g/c8bb2efc66ad86bf54b3a3946837f0a2df5376cf.jpg
Venant,Hyundai,2022,Automatique,Point-e,21700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/856277cae212d703addc4898f4d61cae/-/horizon-files-prod/ed/picture/q44n675z/3ac45d031f3b264ce041b71ed0b85170e8472d72.jpg
Venant,Land Rover,2017,Automatique,Almadies,23900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/621cb37d40332809a0deed2edc90d518/-/horizon-files-prod/ed/picture/q6xd49mg/9e77a1a37f3c8a82a64ada254f9f8f36f1b599e3.jpg
Venant,Peugeot,2017,Non spécifié,Keur Massar,11000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/863536ddc2557699b79d6b5568b24d84/-/horizon-files-prod/ed/picture/qenvxxed/1a6da8ceb2f2e444668158df76b9d64011e0fbec.jpg
D'occasion,Jeep,2013,Non spécifié,Keur Massar,6000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/959d2c8dfab6ff5b682148bb0f0967e7/-/horizon-files-prod/ed/picture/qrz80nxm/ec66261b4416e154bc6322f6fe6028a141155f35.jpg
Venant,Ford,2014,Automatique,Keur Massar,6000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4de5d509c6e445610212541100be16eb/-/horizon-files-prod/ed/picture/qrz8j58j/fcbb4616c391e140221f156662839e6bf803fae7.jpg
Réconditionné,Toyota,2015,Manuelle,Ouest foire,1000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/18cba873cd24dee4bb3105f3cadc0670/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/qwepxkz0/70cc7fa075cf818ae210806e1219e290c888920f.jpg
D'occasion,Nissan,2016,Automatique,Patte d‘oie,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/85301e72dbd0731c05b5beee072aadaf/-/horizon-files-prod/ed/picture/q44n07vv/5b6683803702abbe2b840f77e5a1b8791fcc3d92.jpg
Venant,Alfa Romeo,2018,Automatique,Yoff,18000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d07a3f8e12fe8472d13e4aefdbcb7eb7/-/horizon-files-prod/ed/picture/q6xd5q5j/8895f99fba23b139d3e9c12274e6b6e1a8754ab9.png
Venant,BMW,2016,Automatique,Sicap Sacré-cœur,19000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/420077c2c1d2b29ca5bf697ee77ec296/-/horizon-files-prod/ed/picture/qkr8kx7m/a23bc8d5f7654b4aa61cb0e711935e6d5a7e6933.jpg
Venant,Mazda,2016,Non spécifié,Fenêtre mermoz,9500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0fd01f90bdf2c7933fa72e3bfd8bff2/-/horizon-files-prod/ed/picture/q44n96rr/ae980f43b99740a4c37fe1113fd0b99a227a2cd3.jpg
Venant,BMW,2020,Automatique,Almadies 2,12000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c42ae1858c903b452740ded2d92294e2/-/horizon-files-prod/ed/picture/q78wdmpg/96f4ee79c355e7b642576ab5b37378e39933c8fe.jpg
Neuf,Range Rover,2024,Automatique,Biscuiterie,80000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8d96c9956c3bf1cbc41adec54be57b9/-/horizon-files-prod/ed/picture/qwepxkr0/13e2a4ac5ddcd225d7d7ae4cd94e22990d0e2fca.jpg
Venant,BMW,2019,Automatique,Almadies,23000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef0d123957dbb7ca6125f437670f19b3/-/horizon-files-prod/ed/picture/q44n6e85/22ac90cb94ff546f4a85c440fc54e18374e519d6.jpg
Neuf,Hyundai,2020,Automatique,Mbao,13500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7729af848afe91e699b919d39fa71f01/-/horizon-files-prod/ed/picture/q0g7kggg/366e61c356cfa6bed5710c093e3f147975d1190e.jpg
D'occasion,Ford,2016,Automatique,Grand-Dakar,4800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0745c589423af627b572499dd0ec65e/-/horizon-files-prod/ed/picture/qkr8ndxj/985ea2917b57ea71724512277bffccf4ceafe199.jpg
Venant,Renault,2016,Automatique,Cité Damel,8800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c35c3acd469931a6d68205d21de40a41/-/horizon-files-prod/ed/picture/qngpvj2x/a8bc205ef44d03f3956a6457c4288d49162a1566.jpg
Neuf,Hyundai,2016,Automatique,Avenue Bourguiba,5500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/70ac4b5d437be7fea344f681d11f2a1e/-/horizon-files-prod/ed/picture/q9mjz57v/82d6b32632d3e99322bf29bc6da5a68b8d0d5790.jpg
D'occasion,Peugeot,2012,Manuelle,VDN,2900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/189a284a1ffdbcdfcddadeda5d20477e/-/horizon-files-prod/ed/picture/q6xdwvzg/41aeba913ff823d12324ccb49b2c625c5895ce78.jpg
Neuf,Range Rover,2019,Automatique,Sacré-cœur,27000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/89a40daa8229327e207c60c95bf68c99/-/horizon-files-prod/ed/picture/qxjpn95m/3d7ac5dff3488146679060202a21f8ce32129318.jpg
Venant,Ford,2017,Automatique,Mermoz,7800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f878deee629927bb8b94d71017203691/-/horizon-files-prod/ed/picture/qm5g7g4r/0e4cb3a523b0c60e7e6d720a29b58ba45c5b0ada.jpg
D'occasion,Hyundai,2019,Automatique,Mermoz,6900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/480e50eb99ec2b4f3a2a626edc252347/-/horizon-files-prod/ed/picture/q56drkgr/7cddef7b0d90922275e3cd1e6c3ae0ef662991fa.jpg
Venant,Citroen,2016,Manuelle,Rufisque,7000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc5630d6056d7f70cdc58bc55593d9a2/-/horizon-files-prod/ed/picture/q2j0vw2k/ab140bb7a93d23f4e397af50a465a1fea943878d.jpg
D'occasion,Mitsubishi,2017,Manuelle,Avenue Bourguiba,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e65e23a2b43544b39ffcb242be0517cd/-/horizon-files-prod/ed/picture/qwep0rz0/772989dcbfe3c8e0f9b53dc331e1efd021f801cf.jpg
Venant,Peugeot,2018,Manuelle,Liberte 6,6800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5284631f39a11edf2935f4544fbec17/-/horizon-files-prod/ed/picture/q9mj2r47/921e4f31906be5cdf3b72b194a1693ded4b76844.jpg
Venant,Peugeot,2016,Automatique,Sacré-cœur,7300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/25ef9f5ca71cd017118fd1d1af51e963/-/horizon-files-prod/ed/picture/q9mjznxx/05ca5a067c4ea47aae5ec1ad8be6aa5c92fb1448.jpg
D'occasion,Toyota,2016,Automatique,Sicap foire,19000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0405793ed53863f1ce42469337b32976/-/horizon-files-prod/ed/picture/qenv8xzx/87c396cf0e359a7ef9bcb4d2c2204afed0620122.jpg
Neuf,Hyundai,2020,Automatique,Hann maristes,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e630107e4d2753f79839c344cdb948f0/-/horizon-files-prod/ed/picture/qm5g7j7m/f90ac7520b036d2f96aa5ac252e5fb9ed73b1793.jpg
D'occasion,BMW,2015,Automatique,Guediawaye,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1b55cdbb89b31a7f7775da3acc2a525/-/horizon-files-prod/ed/picture/qxjpmkm4/84075dc5e640bca33e5c1e3878c4e2e68ea534fa.jpg
Venant,Mazda,2019,Automatique,Sacré-cœur,14500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/64dfd89d8ca5b68b1ee4eabf67220263/-/horizon-files-prod/ed/picture/q0g768qm/3ea16c872c3daed0f31c794862932c1493090146.jpg
Venant,Land Rover,2016,Automatique,Sacré-cœur,19000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2214df3d5d68eaeb8893d8aed5a1346c/-/horizon-files-prod/ed/picture/q44n2we2/6f0ee377afacbb27aa2ed075ed51b3e69cbf0631.jpg
Venant,Chevrolet,2016,Automatique,Parcelles Assainies,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba57f0d7d07d574e948315a09f2d6fe6/-/horizon-files-prod/ed/picture/q78wq0z8/7410d21ba8d01f47e499cb507d8b430a254cda2c.jpg
Venant,Hyundai,2017,Automatique,Golf,11500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c37d13ea6c44024a94e46b99cc27572/-/horizon-files-prod/ed/picture/qrz8wqpm/e5491163b8fb90e1cc239ebce294d7cb61b259cb.jpg
Venant,Mitsubishi,2020,Automatique,Parcelles Assainies,14800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/09f8f906c6ddc06ead65ef5637a11549/-/horizon-files-prod/ed/picture/qkr8kxjn/003e0b9e46f4951f0edf07992a23dc405395b368.jpg
Neuf,Ford,2016,Automatique,Colobane,4700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/83bdb66696c00439a6c40bc37754204c/-/horizon-files-prod/ed/picture/qwepxkd4/111a7f3e04f5564953ea72e4d80638deb6ac546d.jpg
Neuf,Ford,2016,Non spécifié,Colobane,6500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/db72c8a860bf952d76b14ff3da28a859/-/horizon-files-prod/ed/picture/q6xdw574/1399700af5511d26c86696091aa82fd1bf5a2c54.jpg
D'occasion,Peugeot,2016,Automatique,Colobane,3800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5608120624eb335745f004fede948db/-/horizon-files-prod/ed/picture/qv4wrzmv/3f0921415cb36860351c9bc75d34ceedc2081657.jpg
Venant,Jeep,2016,Automatique,Keur Massar,13000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f937c3427379bf4761156683615d2093/-/horizon-files-prod/ed/picture/qzvpkxv6/a62c05cb773a08aca11ac9de92645782e0df8318.jpg
D'occasion,Chevrolet,2013,Automatique,Colobane,3800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e475b5beb3a97c0fe43d3dd71edad51f/-/horizon-files-prod/ed/picture/qzvpkx46/2e50702b2e03993aa83e6541dc51d3f0b81ecd51.jpg
Neuf,Mazda,2018,Automatique,Sicap foire,12300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ced85b71abffbd74f7896297c31dcf9/-/horizon-files-prod/ed/picture/qwepr04p/164b58aa5fe29602a253a478e0032c5e51c647b9.jpg
Neuf,Chevrolet,2019,Automatique,Sicap foire,10000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f847fe3832e1fc4c8942993a3a95c78/-/horizon-files-prod/ed/picture/q6xdvgen/4f7ac85f4a1b5a6588c1448eb88137de83b9eec5.jpg
Neuf,Jeep,2019,Automatique,Sicap foire,10000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22499886674b7e03172fc37e103818b8/-/horizon-files-prod/ed/picture/q9mj2gev/f7462bb3e67c1ed461898df547d3724f6d8c8817.jpg
Neuf,BMW,2019,Automatique,Sicap foire,12900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b451c512631fb7ddd687581268a35066/-/horizon-files-prod/ed/picture/qxjpjjrm/816d6787681718ae77f69360e405666621e7fb17.jpg
D'occasion,Peugeot,2018,Automatique,Plateau,12500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4dad570264005b4a07e4b1a3cb505adc/-/horizon-files-prod/ed/picture/qde7q2x2/755fa26fd508aefbedb6f52db287d2aaff4ae1b3.jpg
D'occasion,Citroen,2021,Automatique,Fann,15000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/38afb20cb6ef707277c1f0d5bce429d1/-/horizon-files-prod/ed/picture/q56dnz7g/734104196c89b020c10283d793f15cf7e7387113.jpg
D'occasion,BMW,2013,Automatique,Amitié,5500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e77c1959c24b6112b11c62828a6a240e/-/horizon-files-prod/ed/picture/q2j02282/cd00f08fc0616dd5c3e6d087c5de19a3b8d07bb0.jpg
D'occasion,Peugeot,2017,Automatique,Colobane,3950000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b895a18417b1a698411ce3dff68be49/-/horizon-files-prod/ed/picture/qwepxn45/2061e56430f2cedd17093cd6623a1b93c0da37aa.jpg
Venant,Peugeot,2016,Automatique,Hann Bel-Air,5999990.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eb33d15526c276660a3fd4ee351dd8a4/-/horizon-files-prod/ed/picture/qpdm98z2/35429a821e8234ec6e90edce2c6644b7d8394244.jpg
Venant,Hyundai,2019,Automatique,Dalifort,9650000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3669ab1b5a1a46ac48ebb551d63433c6/-/horizon-files-prod/ed/picture/q6xdw5pj/74e14a3b981fe91165bc17435720a736a68b3d2d.jpg
D'occasion,Ford,2016,Automatique,Amitié,3500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f636b88d800b629ecf2be89b3aaab29e/-/horizon-files-prod/ed/picture/qpdm9nvp/0fc61d961e9a27c728c94ce0ef63bf24f58143ea.jpg
Venant,Mazda,2017,Automatique,Dieuppeul,13800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cfea9f77110e385789cc41e33d2de723/-/horizon-files-prod/ed/picture/qpdmr4wp/5f723128d2b42657b52fe4b5c5e5beef47da7776.jpg
D'occasion,Nissan,2008,Manuelle,Yoff,2700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c7c7f1b11dc9179b0ddc724f5b57da3/-/horizon-files-prod/ed/picture/q2j0vg4d/fed6688b51db4d73a656d0a5ebd09b2b7d032b71.jpg
D'occasion,Chevrolet,2012,Automatique,Nord foire,3800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c49df520aefd05850c2270bd608bdf38/-/horizon-files-prod/ed/picture/q56dnwk2/95f7df22dd8b4f6af6cae4dbfa1c52f249839578.jpg
Venant,Range Rover,2017,Automatique,Parcelles Assainies,23000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3d2c3b39e42600d9cf34d35ca66aee36/-/horizon-files-prod/ed/picture/qrz8w52x/e4fe30eb29ddcf3199b7cda56066fd9dd05242ab.jpg
Venant,Range Rover,2018,Automatique,Cité keur gorgui,29500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2de6c4bdb8f8b973d1c39e5734d0d0f6/-/horizon-files-prod/ed/picture/qpdmr5dv/239218b0eb3a7fd91d988a95152a2d031a25bbe4.jpg
Neuf,Ford,2008,Manuelle,Grand-Yoff,6000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/89d27a0206b016390e7444d275bb2273/-/horizon-files-prod/ed/picture/qq42ngz7/4c36732ccca55da7e04226b8e80a296239164656.jpg
D'occasion,Ford,2013,Automatique,Cité Damel,5500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b79fd328bbd827e96798cf9bc8565147/-/horizon-files-prod/ed/picture/qm5gq626/221929e35300a5049debfc6f8a4b2078f94c4fbe.jpg
D'occasion,Suzuki,2018,Manuelle,Hann maristes,5600000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b068e5419c23d1b78c1959bfefe4bc24/-/horizon-files-prod/ed/picture/q44n9705/eaea829afb144cd90d6d92029ba59b475a8d3e03.jpg
D'occasion,Chevrolet,2013,Automatique,Nord foire,3100000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc817fce400369b063f0b8d268b51f84/-/horizon-files-prod/ed/picture/qm5g76jm/bb8d2f263bbfb28ef753f68ec815f37d1ad94c53.jpg
Venant,Ford,2016,Automatique,VDN,6700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/367243de7a2e46c36ac6bbfb5d19b815/-/horizon-files-prod/ed/picture/q56d84k5/3db76890e8d136fa405717e7b976d3836b83afce.jpg
D'occasion,Mazda,2016,Automatique,VDN,9500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5b8bbb39136b46cbfc0e39718a8367c6/-/horizon-files-prod/ed/picture/qxjpmkp0/03d62d596832720f2fc1ad3ca544de7ed0e3adaf.jpg
Venant,Hyundai,2017,Automatique,VDN,11000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/13c9c2db17ea33968f17cb8bf5c823b1/-/horizon-files-prod/ed/picture/qzvpkexr/0d406406a54b6b0e8a5e8c021bdc53f4a19043c5.jpg
D'occasion,Hyundai,2013,Manuelle,Mbour,4000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a546ac4e9eddf90253711339175fd021/-/horizon-files-prod/ed/picture/q8v48k8r/07d0a28a542cc8a0fc51f5deee7a53d53b7ea4c0.jpg
Venant,Jeep,2017,Automatique,Parcelles Assainies,9300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/af450557220b9dc8855e279033a77008/-/horizon-files-prod/ed/picture/qj4rnr4r/60ee69b9c93be9d755dfbb3720548584fd14b3e9.jpg
Venant,Jeep,2015,Automatique,Rufisque,10000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/840f863bac36bc2c188f049bbbf9f5ce/-/horizon-files-prod/ed/picture/q0g7xjze/f43c89a11002734b09fec156a6b1192050802e46.jpg
D'occasion,Mitsubishi,2014,Automatique,Diamaguene,6500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a326d1440feaaea83ecf3311f053142/-/horizon-files-prod/ed/picture/qkr8k6mz/bda85f5794dfec2250a63c76c6706aa76b8b24dd.jpg
Venant,BMW,2019,Automatique,Liberte 6,33000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/20ed95fea38270e9ae0560193ed1217a/-/horizon-files-prod/ed/picture/q8v4dk0z/ef93d55d720c496d93c516c9df13ce182763ca3e.jpg
D'occasion,BMW,2021,Automatique,Mermoz,37500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/83051d17c42fa9ed9b8ed323d5a7ddee/-/horizon-files-prod/ed/picture/q44n97qv/366a4adbde65de52f7e72144b864e90395d1a34c.jpg
Venant,Mercedes-Benz,2017,Automatique,Sacré-cœur,25000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5ede5460ee47d9e8810128a9b5ddfe0/-/horizon-files-prod/ed/picture/q78wq94n/cfec157f9de4d54b13f5ca207671c6c08ac85be3.jpg
Venant,Mercedes-Benz,2018,Automatique,Sacré-cœur,23000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4fd202a4dec6fe9126cd8660465910df/-/horizon-files-prod/ed/picture/qwepxjxp/0950b9804e7eea8aa3c2c597222dd3eb5d681718.jpg
Venant,Range Rover,2016,Automatique,VDN,9500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee55237f7b6a79ef3f93133b9bb7999d/-/horizon-files-prod/ed/picture/qj4qg2gd/eef0f7a7daffbb1f4c89646f698142dc8bd2f496.jpg
D'occasion,Peugeot,2006,Manuelle,Parcelles Assainies,2100000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/238801290407bd0ddee76ea0781837cd/-/horizon-files-prod/ed/picture/qgqw7nxr/1e868b95ed9a2cd0160c0dcfe4a26d978de59e5d.jpg
D'occasion,Toyota,2010,Manuelle,Almadies,11000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f63c55de8a9b9e2f502cbdf24e7af675/-/horizon-files-prod/ed/picture/q8v4rje4/ca3e7b09eebb8ba12a1212fc4bb66c21d28770a1.jpg
D'occasion,Ford,2016,Automatique,Cambérène,4250000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5f7bfbb40c397d375de583f5ca5f1c88/-/horizon-files-prod/ed/picture/qgqwjj94/574bc6b9f4c54014c7ff4c505275c985868b8bcd.jpg
Venant,Mazda,2017,Automatique,Liberte 6,15000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2da1e5e5b627c3590dc3f57782b0e2bc/-/horizon-files-prod/ed/picture/qwepxj6p/d5e282e7ac952796d56e4edafd56ba2b6f136eae.jpg
Venant,Mazda,2018,Automatique,Sacré-cœur,11500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e23f7cf22d744705e7c37bf54285a0fb/-/horizon-files-prod/ed/picture/qgqwrz60/714eb460d7dc43b7cd382f835345f6cedbaa02cc.jpg
D'occasion,Mazda,2016,Automatique,Guediawaye,8800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba2874369bfd464dcbe32b64420582ba/-/horizon-files-prod/ed/picture/qm5gq2j2/e53328e68be45dbcf116c7b0e4beeec683000965.jpg
Venant,Volkswagen,2017,Automatique,VDN,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d75a55062265facaf0e6b375265c8e99/-/horizon-files-prod/ed/picture/qkr8kpx5/592ce675e73582295a2ad750567e54be3abc043d.jpg
Venant,Hyundai,2018,Automatique,Colobane,9700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/16453f7c601889ac5b127911f1a5bbf2/-/horizon-files-prod/ed/picture/qenv826x/b528bc4487202c55da65d3f4d97a06434190401e.jpg
Neuf,Peugeot,2010,Automatique,Sacré-cœur,4000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/05a9d4443f3112f7ade5393e246f54fb/-/horizon-files-prod/ed/picture/qwepxjd6/3e8c395b3b57e6a087536d1cca1473f90a4bc364.jpg
Venant,Hyundai,2016,Automatique,Colobane,11500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ee73bfd24d0563db943be8a4c642ed3/-/horizon-files-prod/ed/picture/qv4wrq4p/1980d699cec9f9726e9524ed27f65b71695efb42.jpg
Venant,Mazda,2016,Automatique,Colobane,8900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c6caded571025c5d737d7ecd8d99fd0c/-/horizon-files-prod/ed/picture/qrz8w0z5/be66ee17b08d841c853c58cf60ff8c5253cc13ab.jpg
Venant,Mercedes-Benz,2017,Automatique,Yoff,14000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6da2dc9dbce639f793db656d6185573f/-/horizon-files-prod/ed/picture/q9mjzww6/ec847dbc689dcc93d368f7bff0c65437c3d8f47e.jpg
Venant,Peugeot,2018,Automatique,Mermoz,7000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/37faeef3d0d1ed1656b25b30cb25c378/-/horizon-files-prod/ed/picture/qenvz99d/8ecac6ab9a7552e478232531f06cb1a0969555ec.jpg
D'occasion,Nissan,2017,Automatique,Ngor,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/019b9c44b38332ac9f81af8d918d9c4e/-/horizon-files-prod/ed/picture/qgqwr0gk/3c12d96758eaf0b589c874f3c8323c4b3bb25720.jpg
Venant,BMW,2016,Automatique,Fenêtre mermoz,15500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/31bf03f3d63baf7fbf96ec99418d997e/-/horizon-files-prod/ed/picture/qde7q6w8/c9e27976375deb3e70e64dcab95932cbe8771bf0.jpg
Venant,Mitsubishi,2021,Automatique,Cité Damel,13700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfaa6fb22e1fd1dc30b1430c9a6991d2/-/horizon-files-prod/ed/picture/q0g76zww/958d44c623672bbcffd62e4ec4f0379941d9787a.jpg
D'occasion,Toyota,2012,Automatique,Castor,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ec6810c07caf31ef3daa1bf72c61c808/-/horizon-files-prod/ed/picture/qq42n477/5a1ab20e0f0fae4d7afb18753b11950fcea41a0b.jpg
Venant,Hyundai,2016,Automatique,Liberte 6,5800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49892784eebb26602b278563b1e5eb95/-/horizon-files-prod/ed/picture/qgqwr0p9/ba611ce3567409d0df13a0ad67bc9f0dd310aa19.jpg
Venant,Jeep,2018,Automatique,Cité Damel,10700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e991769981f698892fc4e3932f66369/-/horizon-files-prod/ed/picture/qq42nv66/71bb1c2b747a851b9f7601a7e7bbe17161bcec91.jpg
D'occasion,Peugeot,2012,Manuelle,Hlm,3850000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e549e6b34affcd95385d61cd71eb37d/-/horizon-files-prod/ed/picture/qwepx8wk/4af15b3e836b22c07857ed6f940c91b92b3cc768.jpg
D'occasion,Ford,2016,Automatique,Sacré-cœur,8800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9365cc56ffacda061166cc6f4dd6a03/-/horizon-files-prod/ed/picture/qpdmrjn0/579b863d57581aa30dbd384f17982933c14bd11e.jpg
Venant,Kia,2020,Automatique,Cité Damel,13600000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f070314818078bfe41170165ca0f4396/-/horizon-files-prod/ed/picture/q2j0vd5e/b151a87b732cf51ffaf5f8710cb38cfb25d2b9b7.jpg
D'occasion,Hyundai,2016,Automatique,Cité Damel,5650000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3524fb670be7ae7839c69d6fa7dbcdd7/-/horizon-files-prod/ed/picture/qde7q645/356e5ca217eec4111727e1dc029a1763b46c7c45.jpg
Neuf,Toyota,2025,Automatique,Almadies,650000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4d6b5105f64ae1fb73a35aa75bfdae3/-/horizon-files-prod/ed/picture/qwep0076/1f1435316d82cc18c3d3fb5dae76e65cd29763b3.jpg
Venant,Toyota,2023,Automatique,Mermoz,23500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b84913c790a613811a2b550fd2f35b2/-/horizon-files-prod/ed/picture/qzvpk66v/28ab18d97f0fc0b9e0fccec99c87f6016c3b5c1f.jpg
